81,76	58,26	1841,74		217,36
84,87	78,63	3678,23		235,02
59,66	71,61	796,97		80,81
17,32	53,35	2341,79		67,03
66,54	86,19	4074,3		213,56
39,72	43,23	4448,93		100,51
18,7	83,87	2380,8		67,48
8,41	47,78	3399,32		70,81
89,44	96,47	3548,09		226,67
52,96	6,98	2295,25		170,71
33,71	23,57	1182,34		97,66
32,26	15,14	468,81		66,45
9	    27,08	3711,17		70,52
79,01	73,28	2052,14		162,22
53,11	84,97	692,01		67,69
67,9	29,83	586,75		111,57
49,15	65	    4072,57		142,45
59,1	21,26	1207,17		150
65,74	74,72	1074,69		163,31
57,81	54,37	1762,49		190,97
95,37	50,1	2709,62		233,16
63,52	13	    4954,51		208,9
34,08	61,14	2434,19		87,16
7,97	34,7	1506,34		71,02
99,82	65,98	3792,39		232,6
55,21	89,14	4848,63		188,09
91,94	19,12	1834,81		150
43,39	19,95	1372,21		103,36
58,49	96,46	1805,7		150
26,37	47	    3984,16		67,14
87,86	7,36	782,11		150
42	    95,54	287,34		72,72
43,98	19,29	247,29		65,89
17,05	43,41	3938,03		66,76
56,18	74,26	3698,2		184,68
69,05	96,78	2610,88		201,52
82,27	61,16	398,33		97,79
90,96	97,72	3988,15		226,06
31,61	59,07	978,1		74,38
93,02	82,57	500,5		66,59
50,92	49,74	298,62		65,31
19,91	87,69	1370,25		70,4
92,51	33,34	2484,94		204,95
81,88	95,9	4272,93		226,96
49,82	70,12	313,67		65,38
13,26	32,36	2549,97		68,51
20,91	16,59	3830,36		65,03
56,21	19,23	4019,21		184,78
53,28	62,95	4654,34		175,61
23,58	42,48	4672,15		66,57
5,15	97,36	3494,92		73,61
12,28	48,43	779,75		69,56
94,92	92,04	2902,39		218,94
63,66	88,98	3502,42		205,33
82,88	98,45	3769,81		225,7
24,68	59,1	1096,65		73,72
63,04	58,32	2006,2		207,56
83,38	95,28	4298,3		227,26
28,48	41,26	2647,02		74,92
93,19	23,59	4742,39		236,59
95,45	45,59	2340,78		223,4
77,68	97,83	137,97		73,84
29,83	90,21	2148,79		85,1
14,15	56,02	1874,06		68,09
58,23	51,9	1275,13		203,32
29,12	43,43	3294,12		74,34
74,3	93,47	1170,9		150
30,27	15,35	2781,44		75,39
72,33	87,47	4256,89		223,5
41,51	88,92	597,69		69,53
89,32	29,58	1674,81		179,26
70,92	89,08	3808,25		218,25
46,68	83,73	2867,97		126,56
82,57	4,31	924,86		150
43,21	14,28	2912,24		112,77
12,79	56,66	596,29		68,73
82,7	40,81	4087,55		232,52
91,27	9,04	306,65		150
17,13	76,89	4897,69		66,73
85,64	13,31	2894,93		230,71
51,97	70,26	3460,09		164,15
76,01	28,52	4856,15		235,07
96,36	56,63	3687,44		233,68
44,19	59,01	3569,59		114,89
61,06	63,08	2502,21		203,33
77,49	84,36	2951,59		229,46
69,02	13,06	1306,45		150
87,66	26,78	2044,38		162,58
92,73	27,6	651,14		150
23,23	85,7	256,95		68,03
28,3	79,45	2813,56		71,54
92,66	99,81	1256,37		150
73,02	75,96	3584,3		232,17
16,36	17,34	4365,59		67,08
84,59	26,31	507,16		150
31,04	37,17	3113,1		83,37
64,48	85,93	2611,39		210,95
91,05	53,57	2766,12		227,02
54,22	78,17	4064,48		175,95
49,35	1,63	3088,65		145,05
43,32	26,63	379,98		66,19
76,5	70,81	4631,53		234,77
25,2	14,05	2795,31		65,91
50,79	70,11	2879,65		156,17
68,42	29,04	132,59		113,58
55,19	86,55	2952,97		184,7
93,51	3,96	4047,64		236,59
68,72	53,29	47,3		114,79
11,02	58,93	719,08		69,56
79,48	15,15	3778,87		236,59
15,84	90,31	127,52		70,19
54,22	56,51	295,54		74,47
83,11	10,88	2502,71		206,23
23,01	4,14	3778,21		64,11
36,47	13,85	4889,78		90,93
17,09	79,18	1477,32		69,13
81,69	87,23	201,75		68,74
90,54	96,4	1023,31		150
17,42	8,51	418,72		66,6
61,37	73,98	3582,61		202,71
54,53	55,96	2580,15		180,7
91,01	55,53	1783,2		223,99
31,09	49,47	3949,29		77,19
42,83	71,08	841,33		71,03
90,64	95,37	742,15		72,63
94,58	92,2	3232,81		228,75
65,13	32,26	379,7		101,83
45,81	15,46	672,98		67,08
46,02	32,06	1594,85		122,14
44,25	39,81	3316,13		114,16
38,07	89,14	1395,12		95,07
31,88	68,05	4532,53		79,14
31,45	61,69	821,32		70,55
77,25	47,32	4553,56		235,43
33,33	11,41	3359,85		82,66
52	83	2737,68		165,2
15,28	9,11	453,68		67,58
30,34	86,02	3353,69		80,66
27,02	43,52	2742,06		70,35
37,13	94,88	4118,07		97,39
29,22	36,35	4851,8		78,74
56,11	5,6	379,54		77,22
12,57	45,91	4909,88		68,83
90,32	29,8	1800,11		178,75
9,87	42,75	577,25		70,1
65,28	22,4	726,87		100,72
11,92	89,53	4682,18		69,82
95,65	94,75	3634,04		227,52
62,67	22,13	306,12		94,29
31,75	80,04	99,2		66,22
9,29	44,81	29,49		70,38
35,93	98,55	4680,33		99,2
98,29	46,45	3545,74		235,05
53,6	89,05	4809,51		179,76
48,95	62,53	3802,38		139,86
72,08	16,52	4803,11		230,03
64,5	34,9	2511,71		206,87
53,87	27,92	4302,98		174,25
3,69	12,82	2314,69		73,09
82,71	29,14	1766,3		176,11
78,2	40,56	80,9		150
30,26	73,45	4978,09		75,22
44,56	51,67	4027,75		118,33
92,05	42,31	4295,94		233,2
54,31	44,86	3264,38		176,66
22,06	22,69	3385,07		64,53
26,43	22	1469,76		73,63
28,41	33,7	358,21		67,1
28,77	92,32	141,65		71,16
56,7	72,91	401,43		70,63
47,08	68,38	4880,73		129,7
54,36	65,83	3407,41		178,9
83,25	24,8	662,86		150
66,45	39,39	723,19		103,94
39,52	50,71	1898,54		99,87
92,11	62,12	3581,98		231,16
98,85	85,21	2160,68		178
28,44	13,46	3968,92		70,98
19,67	82,86	3895,84		66,72
35,38	57,07	1768,88		87,96
94,91	56,55	3816,71		233,72
77,96	95,56	4869,89		227,12
32,14	97,62	1340		98,74
90,34	6,05	2117,94		169,43
47,76	81,41	699,19		67,68
76,73	79,38	415,77		65,16
17,85	48,49	2779,8		66,4
24,54	73,87	2967,41		63,74
31,51	71,65	2329,88		79,81
83,11	14,2	1438,94		150
66,89	2,84	4762,93		217,73
22,83	14,4	2240,92		65,89
80,58	66,14	3047,36		232,67
71,6	32,64	4954		226
19,53	59,17	3156,95		67,32
54,45	5,89	1193,15		150
39,9	27,69	1712,34		101,07
83,42	0,79	1620,51		150
36,85	33,83	4984,53		91,97
44,19	18,47	4917,74		116,74
44,6	87,38	1547,75		113,36
58,72	26,63	4967,64		194,19
80,6	9,38	3989,75		236,59
14,44	61,59	4285,99		68,44
56,49	46,17	2122,07		185,95
4,18	51,03	508,6		72,85
19,28	18,42	2727,82		66,25
22,66	89,61	1958,22		69,86
78,86	29,8	4668,99		234,5
87,59	43,39	3580,82		233,69
14,29	52,01	4014,27		68,03
61,07	33,71	4802,47		201,79
75,58	63,31	4089,8		231,36
22,57	31,15	4674,43		65,95
36,27	32,4	82,6		68,29
12,12	77,68	1465,84		69,27
33,5	86,4	1107,1		98,59
13,36	8,72	157,35		68,46
17,04	73,79	3780,44		66,77
64,34	3,82	1974,18		150
30,16	69,81	1128,82		98,32
70,06	97,62	4669,3		201,11
57,97	74,04	2585		193,47
88,43	3,11	1084,08		150
0,72	16,75	2441,88		74,56
79,81	64,39	4040,28		231,86
89,24	33,27	3136,97		232,94
53,35	71,51	3678,63		171,63
39,76	40,9	382,18		67,81
29,07	47,96	4390,58		72,45
9,02	83	1380,23		70,51
26,46	0,79	3784,63		66,5
24,22	5,3	1125,57		73,37
15,81	1,78	4090,19		67,33
23,68	31,31	1250,73		71,84
49,89	18,7	3793,7		149,16
4,37	82,6	3709,66		72,76
68,63	19,56	494,37		114,45
63,58	86,1	3183,53		209,06
18,8	38,74	2193,4		68,29
78,8	58,53	1831,18		216,67
2,75	86,31	2830,61		73,56
59,85	8,92	2500,49		200,77
3,83	44,7	1556,87		73,03
48,97	45,7	2866,87		142,15
89,17	78,21	1288,43		150
39,63	77,28	2004,17		100,23
62,4	59,65	3700,64		205,75
36,97	4,64	437,91		68,62
95,4	26,79	259,43		150
27,11	92,49	2834,78		80,33
68,84	32,48	800,16		106,36
47,74	83,27	3678,77		132,95
71,23	63,2	789,05		94,75
28,05	64,25	2847,17		75,63
64,36	18,36	4851,09		211,2
64,5	84,3	1180,87		150
3,49	69,21	3634,54		73,19
24,77	31,17	2433,86		68,09
82,23	31,83	3182,03		233,59
82,41	53,19	359,93		129,19
48,1	80,75	4875,32		136,03
16,96	39,17	3857,87		68,09
42,94	13,18	4760,29		111,71
11,37	46,41	3742,56		69,4
66,53	19,04	792,66		99,44
12,17	96,52	1765,42		73,2
37,48	69,72	787,19		69,74
14,06	91,64	2384,06		70,82
47,16	62,63	2724,52		126,67
96,98	55,88	4623,87		234,02
25	34,36	3553,24		67,41
90,33	87,19	3313,36		231,13
79,31	21,54	809,71		150
6,73	39,13	4374,11		71,61
63,13	23,75	4715,55		207,83
72,44	8,85	2554,85		209,87
70,1	31,65	2962,13		224,11
57,92	21,05	4599,47		191,38
66,13	77,5	3071,37		215,8
59,57	96,59	2898,48		201,62
50,39	54,21	2061,35		153,12
13,07	22,37	994,52		74,78
46,88	18,86	2531,26		125,57
92,46	83,26	1180,78		150
6,66	40,94	210,14		71,65
12,36	31,59	1867,28		68,93
44,47	95,06	3344,02		97,48
51,36	0,48	3398,59		159,89
1,19	10,79	3992,44		74,33
31,28	77,97	827,61		70,7
68,29	33,16	3693,14		219,79
51,78	55,2	2505,98		165,95
1,97	78,73	3967,18		73,94
6,75	16	3701,84		71,6
4,56	84,05	4570,41		72,67
13,59	12,41	3241,57		68,36
37,83	81,09	153,74		68,71
17,3	53,5	2070,38		66,65
28,94	23,22	3337,3		72,14
89,12	46,36	799,66		150
22,44	55,48	3004,08		65,65
5,66	61,69	1650,29		72,13
52,29	32,89	608,37		71,82
55,79	33,53	592,69		78,9
53,46	55,81	1314,73		184,38
93,5	46,61	38,55		150
93,78	4,5	1033,36		150
7,33	56,12	4756,38		71,32
90,02	15,16	4708,47		236,59
59,5	36,09	94,62		87,7
27,15	75,48	1215,7		84,42
16,66	64,43	2420,54		67,96
43,2	10,94	3710,96		112,73
32,53	46,01	2472,23		85,59
82,08	47,35	2385,1		226,01
90,67	11	109,54		150
79,74	37,37	62,08		150
91,43	33,69	3510,63		232,75
2,93	25,61	1540,47		73,47
94,68	17,46	946,13		150
39,36	50,69	3734,54		99,38
62,47	23,96	2864,34		205,94
71,93	74,26	2596,85		212,69
